## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.modelSpecCode,entity.grade,entity.fullColour,entity.filteringColour,entity.fuelType,entity.transmission,entity.driveTrain,entity.interiorColor,entity.exteriorColor,entity.versionCode,entity.versionDescription,entity.dealerId,entity.dealerName,entity.eimCode,entity.filterCollectionValue
JN1T33TA3U0019063,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0019086,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0019153,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0019050,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0019096,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0019115,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0019138,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA1U0018980,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA3U0019127,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0019274,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0019338,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0019334,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0019200,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA0U0019442,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0019460,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0019622,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0019463,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0019513,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA3U0018351,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA6U0018358,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0018420,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0018426,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0018857,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA6U0018263,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0018587,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA0U0018629,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA3U0018561,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0018603,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0018679,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018531,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018674,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0018496,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA0U0018761,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA3U0018835,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0018773,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA0U0018937,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA0U0018968,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0019006,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018934,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA1U0019062,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0019163,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0019102,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0019116,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0019268,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0019289,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA3U0019239,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0019217,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0019450,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0019464,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0019510,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0019492,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA6U0019476,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA1U0018106,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018075,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0018109,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0018152,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0018461,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA1U0018462,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018433,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0018452,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0018248,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0018224,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0018278,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0018306,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0017966,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0017914,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0017946,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0018521,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0018647,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0018536,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0018665,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018481,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018495,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018710,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0018676,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA1U0018753,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0018843,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018769,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0018772,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA1U0018932,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA6U0019011,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0018944,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0019018,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0019089,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0019125,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA1U0019188,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0019176,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0019051,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0019213,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,NBLG,Diamond Red,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0018877,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,NBLG,Diamond Red,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0019267,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA0U0019229,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA6U0019431,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0019469,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0019620,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0018065,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0018116,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA6U0018344,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0018371,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA0U0018226,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA3U0018303,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0017918,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0017969,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0018475,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0018721,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,,,TDNARD9T33TEA-----,Mayank
